order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD019855,ID0589702590,2019-06-01,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,51.63,-37.8209023,144.95494219999995,15,15997.63,Winter,False,1.1483,no home button horrible broken phone no home button attached to it,False
ORD365080,ID0306382946,2019-09-06,Thompson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630,102.06,-37.8062814,144.9419603,25,3574.56,Spring,True,0.8415,"great phone for the money great phone for the money. at the time it was the best phone for the money. battery life is still great, that’s the best feature imo.",True
ORD378415,ID0356083796,2019-11-09,Bakers,"[('iStream', 1), ('Candle Inferno', 2), ('pearTV', 2)]",13630,96.35,-37.8110006,144.99172430000004,5,13044.85,Spring,True,0.3281,so far all good after 5 month works like new.,True
ORD095503,ID2140983793,2019-01-27,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 2)]",23810,79.34,-37.806844399999996,144.9401436,15,20317.84,Summer,True,0.8899,"at first the phone was only charging up 80% but ... at first the phone was only charging up 80% but just decided to use it and now after few weeks, it doesnt work at all.",False
ORD482605,ID5058108327,2019-09-19,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2)]",5220,98.33,-37.8222105,144.9679533,25,4013.33,Spring,True,0.4263,if you don't have an thunder you definitely need one,True
ORD333213,ID1985549822,2019-05-13,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",10225,81.14,-37.806913,144.96578269999995,25,7749.89,Autumn,True,1.3419999999999999,it is great phone. like the speed. dislike the sim card tray. i had find nona sim,True
ORD383173,ID4326586199,2019-07-19,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 2), ('Thunder line', 2)]",10035,77.97,-37.8122214,144.9622519,0,10112.97,Winter,True,0.9568,good very good. nice lucentrola,True
ORD177256,ID1681675840,2019-05-03,Nickolson,"[('Universe Note', 1), ('Olivia x460', 2), ('iAssist Line', 1)]",8125,79.93,-37.8098862,144.9763827,15,6986.18,Autumn,True,1.1405,the best phone olivia s9 is perfect,True
ORD231451,ID3191033044,2019-06-04,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 2)]",3085,61.6,-37.8119116,144.9665763,15,2683.85,Winter,True,0.7886,not compatible bought this after my phone broke. i am still paying that phone off so i just wanted something cheap. i got a verizon phone since i have a verizon plan but it isnt compatible. i brought this phone in and they said they no longer support this device.,False
ORD115682,ID0708721588,2019-10-17,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Olivia x460', 1), ('pearTV', 2)]",23345,103.49,-37.8073688,144.9559065,15,19946.74,Spring,True,0.9761,five stars the phone works great! loving it,True
ORD012736,ID0282825822,2019-04-18,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1), ('Thunder line', 1), ('Alcon 10', 2)]",24755,66.31,-37.8015575,144.94981289999996,10,22345.81,Autumn,True,1.2607,"the way they make note 5 is very very stupid. the phone do not take ds card the way they make note 5 is very very stupid. the phone do not take ds card. who those that, a big phone like that. i always look olivia universe but this one is stupid. the pen can go in any how they have to remember we have kids. they want to kknow think",False
ORD107604,ID0291483921,2019-12-27,Thompson,"[('Olivia x460', 2), ('Alcon 10', 1), ('iStream', 2)]",11700,71.17,-37.8155278,144.951093,25,8846.17,Summer,False,0.4756,five stars good price works well,True
ORD144156,ID6167344380,2019-05-22,Nickolson,"[('Alcon 10', 1), ('iStream', 2), ('Lucent 330S', 2), ('pearTV', 2)]",24330,79.82,-37.810775,144.9670145,25,18327.32,Autumn,True,0.8986,we use iassist primarily for listening to music and checking the weather. we are still learning other ways to use her. everything has been ready and hands free so far. the speaker has great volume and sound!,True
ORD130742,ID5002595104,2019-06-30,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1), ('iAssist Line', 1)]",5265,61.34,-37.812191799999994,144.9531932,15,4536.59,Winter,True,0.5412,lack of seriousness in delivery times are not real https://www.digico.com/dp/b01cju9bbm/ref=cm_cr_ryp_prd_ttl_sol_0,False
ORD488195,ID3367904396,2019-02-27,Nickolson,"[('Olivia x460', 1), ('iStream', 2)]",1525,59.94,-37.8099728,144.96968869999995,0,1584.94,Summer,False,0.9599,"in less than six months the phone screen is not ... in less than six months the phone screen is not working, the battery is charged the phone is online but you can't see anything in the screen not use of the phone.",False
ORD053154,ID0299029600,2019-08-22,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2), ('pearTV', 2)]",17305,81.31,-37.801559600000004,145.00710690000003,0,17386.31,Winter,True,1.4045,acknowledgement a very good phone and i could not wanted more. the light is excellent and the camera is very good. the features excellent.,True
ORD113639,ID0247417628,2019-05-17,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1)]",7540,76.49,-37.817626399999995,144.9693911,15,6485.49,Autumn,True,0.1087,be careful with international versions. i had to return the phone. did not fully work with at&t as advertised. it would not use lte and i could not use visual voicemail. also does not come with olivia pay,True
ORD211094,ID0248746687,2019-06-18,Bakers,"[('pearTV', 1), ('Thunder line', 2)]",10670,72.88,-37.8098489,144.993852,25,8075.38,Winter,True,0.1225,worked well! does not come with a nano sim ... worked well! does not come with a nano sim. i got it directly from verizon's!,True
ORD225146,ID0575472747,2019-06-06,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1)]",21350,78.55,-37.8191604,144.98127549999995,5,20361.05,Winter,True,1.0329,five stars phone came in great condition. thank you!,True
ORD260210,ID5668009832,2019-06-02,Bakers,"[('Alcon 10', 1), ('pearTV', 1), ('Lucent 330S', 1)]",16490,79.07,-37.8104684,145.00919009999996,5,15744.57,Winter,True,1.2287,five stars very good!!,True
ORD282158,ID0355818836,2019-11-05,Bakers,"[('iAssist Line', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",10000,55.37,-37.81013770000001,144.9965834,10,9055.37,Spring,True,0.1199,one star too sma too much crap with verizon,False
ORD444133,ID0589419787,2019-10-26,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1)]",5585,77.95,-37.809512899999994,144.97261930000005,10,5104.45,Spring,False,1.0464,five stars super awesome!!,True
ORD327269,ID0247532604,2019-09-02,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2), ('Universe Note', 1), ('pearTV', 2)]",20980,76.69,-37.8177563,144.95163159999996,5,20007.69,Spring,False,0.6937,"great phone, wish i bought the xl though. phone is great but i wish i bought the xl.",True
ORD152602,ID0253027668,2019-04-23,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",29945,79.84,-37.8153646,144.94128899999995,5,28527.59,Autumn,True,0.59,None,False
ORD328900,ID1224854800,2019-07-20,Thompson,"[('Olivia x460', 2), ('iStream', 2), ('pearTV', 2)]",15370,60.22,-37.8136159,144.94015280000005,5,14661.72,Winter,False,0.6172,"never worked while i love the pixel phone, this particular pixel arrived in something less than working order. thankfully, was able to return for refund and buy a working model.",False
ORD484849,ID5314227973,2019-05-23,Nickolson,"[('Thunder line', 1), ('Alcon 10', 1)]",11130,63.39,-37.8186212,144.9653171,0,11193.39,Autumn,True,0.3723,"i have been using a candle inferno for a couple of years. it was a good tablet, until the screen went black. best buy replaced it and i couldn't have been more pleased. i enjoy reading on my candle inferno hd more than ever. try it and you'll buy it!",True
ORD343308,ID2759826601,2019-12-17,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 2)]",4640,95.81,-37.8109003,144.9618116,0,4735.81,Summer,True,1.094,"excellent phone -- almost this is a lovely flip phone with almost all the functionality you could ask for -- except it doesn't have bluetooth. if you have to be hands-free (say, for driving), this phone is not the right tool.",True
ORD005807,ID1283643429,2019-11-15,Nickolson,"[('Candle Inferno', 1), ('iStream', 2), ('Lucent 330S', 1)]",1960,110.8,-37.80029310000001,144.96556769999995,15,1776.8,Spring,True,2.0672,"upgrade happy i really love my phone. .i'm :-( it took me so long to upgrade, however i'm super happy with it.",True
ORD324943,ID1327098169,2019-11-05,Nickolson,"[('Olivia x460', 1), ('iStream', 1), ('Lucent 330S', 2), ('pearTV', 2)]",16455,73.73,-37.8144235,144.96561210000004,5,15705.98,Spring,False,0.5793,my favorite phone very very good and has strong battery,True
ORD133954,ID4305737095,2019-12-25,Bakers,"[('Universe Note', 1), ('iAssist Line', 1), ('Alcon 10', 1), ('Thunder line', 2)]",18985,82.0,-37.81274310000001,145.0125292,15,16219.25,Summer,False,1.5516,"i was afraid but did not repentance it was simply the best, it was unlocked to work in honduras and everything is perfect.",True
ORD498086,ID0561538874,2019-03-08,Bakers,"[('Candle Inferno', 1), ('Thunder line', 1), ('Lucent 330S', 1), ('iAssist Line', 1)]",6065,68.43,-37.80075770000001,145.0054439,15,5223.68,Autumn,False,1.3654,five stars excellent product and service,True
ORD193030,ID2190483597,2019-11-18,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",19530,76.78,-37.8112627,144.9618758,10,17653.78,Spring,False,1.0591,awesome product more than expected,True
ORD415996,ID0579478352,2019-09-24,Thompson,"[('iStream', 2), ('Candle Inferno', 1)]",730,88.71,-37.820287799999996,144.95313869999995,25,636.21,Spring,True,1.0017,battery life sucks s7 universe very short battery life only 2 hours,False
ORD273293,ID0591233716,2019-06-21,Thompson,"[('iStream', 2), ('pearTV', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",15010,62.95,-37.82437279999999,144.95251059999995,15,12821.45,Winter,False,1.3875,these went like crazy in my high end redemption at the arcade i run.,False
ORD320106,ID0844455717,2019-06-16,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('Alcon 10', 1), ('Olivia x460', 2)]",22070,76.27,-37.82089860000001,144.9475678,10,19939.27,Winter,True,0.9167,"solid hardware and great features. got this for my mother as a christmas gift. as someone who never had a smartphone before she loves it. does everything you would want a smartphone to do, and easy enough to learn. although a few models behind, the hardware is solid. love the camera quality as well.",True
ORD482155,ID6167413271,2019-01-29,Nickolson,"[('pearTV', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('iAssist Line', 1)]",20065,78.02,-37.8148335,144.96155090000005,0,20143.02,Summer,False,0.8187,do not buy believe the model i purchased was fake. do not buy this. trash!,False
ORD337610,ID4238873971,2019-03-15,Nickolson,"[('iAssist Line', 1), ('Universe Note', 2), ('Toshika 750', 1)]",13445,80.58,-37.8094359,144.9643648,0,13525.58,Autumn,True,1.1169,my new bff!,True
ORD032882,ID0291211342,2019-07-16,Thompson,"[('Olivia x460', 2), ('pearTV', 2), ('Candle Inferno', 2)]",15930,81.52,-37.8083652,144.9611006,15,13622.02,Winter,True,1.3239,"doesn't receive calls. it's a beautiful device and a good quality for the price. one but big issue is that it won't receive calls and text when on charge, and after charging it has to be restarted to receive calls and text otherwise you won't get reached at all.",True
ORD310855,ID0560985671,2019-03-10,Thompson,"[('Candle Inferno', 1), ('pearTV', 2), ('Olivia x460', 1), ('Thunder line', 1)]",16455,79.59,-37.8207729,144.94556200000005,0,16534.59,Autumn,False,0.9113,happy island girl! terrific phone for the person who manages two businesses and a busy life.,True
ORD495413,ID4716795336,2019-11-14,Thompson,"[('Alcon 10', 1), ('pearTV', 1), ('Universe Note', 2)]",22160,76.85,-37.818824400000004,144.95337880000002,15,18912.85,Spring,False,0.5949,"five stars good purchase, great product.",True
ORD298422,ID0207085315,2019-03-09,Bakers,"[('Lucent 330S', 2), ('Candle Inferno', 2)]",3320,67.56,-37.8151473,145.0143033,0,3387.56,Autumn,False,1.7725,five stars everything i had hoped for,True
ORD092330,ID0778942036,2019-06-20,Bakers,"[('Thunder line', 1), ('pearTV', 2), ('Olivia x460', 1)]",16025,71.81,-37.8168985,145.0141518,5,15295.56,Winter,False,1.8327,great phone at a great price! sleek design with all the features i need at a reasonable price point. extremely satisfied!,True
ORD380929,ID0248969199,2019-06-23,Bakers,"[('Alcon 10', 1), ('pearTV', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",24880,63.28,-37.8046779,144.9920917,15,21211.28,Winter,False,0.6533,"awesome phone! i love everything about this phone, everything!",True
ORD174888,ID5422000177,2019-03-24,Thompson,"[('iStream', 1), ('pearTV', 1), ('iAssist Line', 1)]",8685,68.25,-37.802232399999994,144.9604992,5,8319.0,Autumn,True,1.6571,beauty there were some scratches on the edges but otherwise it’s beautiful and i love it,True
ORD066503,ID4740822031,2019-12-17,Thompson,"[('pearTV', 1), ('Universe Note', 1), ('iStream', 2)]",10060,96.16,-37.8032378,144.9498041,10,13893.67,Summer,True,1.0775,"great phone. i've had it for a little over ... great phone. i've had it for a little over 5 months and have had no issues with it. i bought it ""like new"" from sikksound and it looked brand new. i will definitely buy from them in the future when i decide to upgrade to another olivia",True
ORD202431,ID4028046142,2019-06-25,Bakers,"[('pearTV', 2), ('Thunder line', 2), ('Alcon 10', 2)]",34880,69.16,-37.811881,145.01204769999995,5,35618.16,Winter,False,1.4937,five stars great phaplet.,True
ORD284501,ID1833117901,2019-12-14,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",7340,65.59,-37.8037919,144.9602993,0,7405.59,Summer,False,1.5269,read before purchasing return product not was,False
ORD468727,ID2314545786,2019-06-26,Bakers,"[('Universe Note', 2), ('Lucent 330S', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",11215,62.9,-37.8050226,144.9876635,5,10717.15,Winter,True,0.8658,this is a useless phone now skpe doesn't work anymore in this model. this is a useless phone now. don't buy,False
ORD410794,ID0355818813,2019-02-02,Bakers,"[('Candle Inferno', 2), ('iAssist Line', 2), ('Thunder line', 1), ('pearTV', 2)]",20110,73.22,-37.8073806,144.9981959,5,19177.72,Summer,False,0.3908,phone came without sim card slot 😡😡😡 this cake without sim card holder.........,False
ORD188236,ID3146808080,2019-02-09,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Thunder line', 1), ('iStream', 1)]",7015,76.92,-37.8121665,144.9880695,10,6390.42,Summer,True,0.6746,i'm not satisfied with the product battery is being heated and discharging very soon while speaking. i'm not satisfied with the product. now i'm afraid to buy this kind of products.,False
ORD434012,ID6167441037,2019-08-28,Nickolson,"[('Thunder line', 1), ('iAssist Line', 2), ('Olivia x460', 1)]",7855,66.49,-37.8102441,144.9614737,10,7135.99,Winter,False,1.1699,mainly use it for the music but i’m learning more all the time.  really nothing bad to say about it,True
ORD411321,ID0775942450,2019-12-06,Thompson,"[('pearTV', 2), ('iAssist Line', 1)]",14845,78.47,-37.806433,144.9615085,25,11212.22,Summer,True,1.4475,i really like this phone i really like this phone. i was puzzled for a while on what kind to get and i am really happy with my choice. not to mention how much cheaper it was through this seller rather than at&t or olivia.,True
ORD244869,ID0233315220,2019-12-31,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 1)]",4750,104.02,-37.8008042,144.97482649999995,25,3666.52,Summer,True,2.0340000000000003,purchased for a family member. they love it. would recommend.,True
ORD056617,ID4716795739,2019-12-24,Thompson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,75.16,-37.81884760000001,144.95338830000003,25,832.66,Summer,False,0.8839,awesome phone it pretty much exceeded all my expectations. i suggest getting the new glass like protective lens for it because like all phones it will scratch.,True
ORD076611,ID0364329179,2019-01-27,Thompson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,81.81,-37.8007208,144.959719,15,12700.06,Summer,False,1.7344,"great phone great phone, just as good as alcons, it comes down to personal preference. i got over the alcon craze and i'm glad i made the switch.",True
ORD328178,ID1132014819,2019-10-11,Thompson,"[('Olivia x460', 2), ('pearTV', 1), ('iStream', 2)]",9060,73.89,-37.8178984,144.9462477,25,6868.89,Spring,False,0.5861,good product good product,True
ORD101248,ID0202798139,2019-07-04,Thompson,"[('iAssist Line', 2), ('iStream', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",10340,90.48,-37.8178799,144.9160052,0,10430.48,Winter,True,2.7925,"purchased for my grandfather and functions as expected. there is nothing like an old flip phone. for those who do not wish to sign a contract or have a complicated device, such as my grandfather, this was perfect.",True
ORD069584,ID2383211191,2019-10-26,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Thunder line', 2)]",13300,102.93,-37.8095143,144.9638631,10,12072.93,Spring,True,1.1278,olivia universe 7 - good purchase! condition wa really better than i expected. good value,True
ORD028880,ID2187983876,2019-10-17,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",10330,75.16,-37.8123153,144.9695355,25,7822.66,Spring,False,0.6990000000000001,just like new great product! great price! my wife loves her new phone!,True
ORD336367,ID0131247270,2019-03-23,Nickolson,"[('Thunder line', 2), ('Universe Note', 2), ('Olivia x460', 1), ('Alcon 10', 1)]",21435,79.2,-37.812975200000004,144.96192230000003,10,19370.7,Autumn,False,0.9173,worked just like a brand new line ---so i am very satisfied.,True
ORD100265,ID2174950856,2019-10-14,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2)]",5220,75.36,-37.8171865,144.9532135,5,5034.36,Spring,False,0.7378,five stars 100% positive,True
ORD366656,ID1462398689,2019-05-29,Bakers,"[('Lucent 330S', 2), ('iStream', 1)]",2610,54.58,-37.8199999,145.0158727,25,3534.58,Autumn,False,2.1295,"not recomended i bought this device about 2-3 months and these last days it started with constant disconnections from the network and wifi sources. it's a pity as this is my second xz, but the first one had warranty. look for the proper warranty before you buy any cellphone.",False
ORD251448,ID0634783920,2019-10-31,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",6765,100.72,-37.8130415,144.93731110000004,25,7799.47,Spring,True,0.8591,"best phone out there by far the best phone i have ever owned. great camera that can't be beat. hd video. windows phone operating system is 10 times better than ios. tons of apps and games. battery life is excellent and will last all day, not like andriod phones where your battery only last 4 hours.",True
ORD235796,ID1463620868,2019-07-10,Bakers,"[('iStream', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",7070,66.19,-37.81609470000001,145.0013127,10,6429.19,Winter,False,0.8642,greatr phone excellent price all around excellent . use for everything,True
ORD046650,ID6167266641,2019-11-17,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Universe Note', 1), ('Thunder line', 2)]",13485,106.6,-37.8076044,144.9628968,15,11568.85,Spring,True,1.3562,nice product a+,True
ORD192881,ID2187980390,2019-02-05,Nickolson,"[('Lucent 330S', 2), ('pearTV', 2), ('Olivia x460', 1)]",16305,88.75,-37.813483700000006,144.9656425,10,14763.25,Summer,True,0.6647,my father liked the added programing in which he is interested.,True
ORD160429,ID0702376281,2019-02-25,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Thunder line', 2)]",6445,92.75,-37.8055853,144.941927,25,4926.5,Summer,False,0.9094,"transferring form that phone to this one was easy, squeasy lemon peasy my brother in law needed it. he was able to take out his lgk20 sim card and place it in this one. therefore, transferring form that phone to this one was easy, squeasy lemon peasy. he loves it!",True
ORD076987,ID0711327758,2019-12-05,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('Alcon 10', 1), ('iStream', 1)]",25170,97.61,-37.806249799999996,144.9580023,5,24009.11,Summer,True,1.1983,"universe note 8 note 8 flawless! it looked brand new... no scratches or damage! works like a charm! i will purchase from this seller again as well as recommend their business. also, seller was super nice and professional! thanks!",True
ORD420616,ID4716795854,2019-05-30,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 2)]",2090,65.83,-37.8188112,144.9533734,25,1633.33,Autumn,False,0.8799,five stars very good,True
ORD412700,ID0372998848,2019-09-30,Bakers,"[('Universe Note', 1), ('pearTV', 2), ('Candle Inferno', 1), ('Thunder line', 2)]",20860,100.8,-37.80922460000001,144.9876645,15,17831.8,Spring,True,0.6711,large nice,True
ORD071141,ID0247298490,2019-06-25,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2), ('Olivia x460', 2)]",24800,83.2,-37.7994374,144.96075349999995,10,22403.2,Winter,True,1.9025,very happy bought this for my mother and i could not be happier. phone looks and works as new. fast shipping and great customer service,True
ORD133933,ID4735688215,2019-10-13,Thompson,"[('Thunder line', 1), ('pearTV', 2)]",14800,88.94,-37.8037957,144.94934890000005,5,14148.94,Spring,True,1.0084,wrong carrier attached to phone. should be tmobile not ... wrong carrier attached to phone. should be tmobile not verizon. battery very weak. have to recharge very 5 hrs without use. sent item back with no response.,False
ORD470514,ID1594632446,2019-03-01,Nickolson,"[('Candle Inferno', 1), ('iStream', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",10760,50.54,-37.8206179,144.9791298,0,10810.54,Autumn,False,0.8719,stop working not even one star the phone just stop working. even the the at the phone store didn't know what happened to it. i didn't drop the phone or drop it in water but for some strange reason it just stop working.,False
ORD297801,ID1725216623,2019-03-17,Thompson,"[('Olivia x460', 2), ('iStream', 1)]",2600,67.22,-37.8041954,144.9602261,0,2667.22,Autumn,True,1.4932,not very good phone and rude sellers the battery life didn’t last long and sometimes the call and messages didn’t go through (tried telling the seller but they said “it was working well”),False
ORD018112,ID2810279751,2019-12-01,Bakers,"[('iStream', 1), ('Universe Note', 1), ('Thunder line', 2)]",7960,93.79,-37.8171344,144.9888082,25,6063.79,Summer,True,0.975,this phone is a great value for ~$200 via digico warehouse deals this phone is a great value for ~$200 via digico warehouse deals. had a blutooth/wifi connecting issue but an update fixed it.,True
ORD162839,ID0317535760,2019-06-10,Nickolson,"[('Lucent 330S', 1), ('iStream', 1), ('Alcon 10', 2)]",19280,70.11,-37.8060103,144.96495330000005,10,17422.11,Winter,False,1.4581,"three stars this is a great phone, however, its beginning to give issues already. phone keeps restarting.",True
ORD195675,ID0122752289,2019-05-02,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2)]",4310,64.36,-37.8144165,144.9406565,5,4158.86,Autumn,True,0.5964,i really wanted this as a christmas present however it's nothing like the ads. iassist works sometimes and then not. i can't get her to play music or listen to the radio through her. very disappointed. plan on taking it back.,False
ORD001975,ID5457962366,2019-01-01,Thompson,"[('Thunder line', 2), ('pearTV', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",15550,99.11,-37.8224787,144.93997819999996,15,13316.61,Summer,True,1.2571,"inferno tablets never disappoints! great price, used my certificate points which helpedalways best price at best but",True
ORD422042,ID0710034729,2019-09-21,Thompson,"[('Alcon 10', 1), ('iStream', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",16010,102.14,-37.8148312,144.937653,25,3403.04,Spring,True,0.8622,"great phone i love just about everything...it arrived early, it was just what i wanted. i wish it came with earbuds but it's okay.",True
ORD104315,ID0294630419,2019-10-03,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",23875,105.16,-37.8161624,144.98102519999995,10,21592.66,Spring,True,1.0447,five stars i'm in love with this phone. item arrived on time as described. very happy :),True
ORD059127,ID4909776695,2019-02-26,Bakers,"[('pearTV', 1), ('Alcon 10', 1)]",15260,82.79,-37.8241698,145.0006174,5,14579.79,Summer,False,1.6473,"10 stars for the $/features. great phone! all the futures that alcons and galaxies have. of course alcon is better but it also cost 15 times the price. microsoft has fewer apps but all the main ones are there: facebook. what's up, viber, some games...",True
ORD272934,ID0560987190,2019-12-30,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1)]",2655,93.59,-37.82141970000001,144.9454782,5,2615.84,Summer,True,0.9836,"amazing phone for the $ i purchased this for my husband and he loves it, so much that when it is time for my phone to be replaced he is getting one for me, the camera is amazing, so crisp and clear. battery life and charge time are superb. and storage is wonderful!",True
