order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD381865,ID2442297411,2019-12-18,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Olivia x460', 1), ('Thunder line', 2)]",27935,72.99,-37.817725700000004,144.9518751,0,28007.99,Summer,False,0.7035,right for the price a fantastic phone for the price.,1.0
ORD425188,ID0312718930,2019-06-30,Thompson,"[('Universe Note', 1), ('iStream', 2), ('Alcon 10', 1)]",12700,69.79,-37.801069,144.9638735,15,10864.79,Winter,False,1.9629,"good mobile good mobile, i like alcon",1.0
ORD163034,ID5668043844,2019-02-21,Bakers,"[('pearTV', 2), ('iAssist Line', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",19525,108.41,-37.8002708,145.01826519999997,25,14752.16,Summer,True,2.2969,five stars excellent buyer and everything is as discribed,1.0
ORD284389,ID0781093034,2019-03-12,Thompson,"[('Thunder line', 1), ('Universe Note', 2)]",9080,67.5,-37.80311470000001,144.9496683,5,8693.5,Autumn,False,1.0883,"perfect phone for you . good phone, good battery life, everything about the phone is perfect.",1.0
ORD207808,ID5002595138,2019-11-25,Thompson,"[('iStream', 1), ('iAssist Line', 1)]",2375,99.79,-37.81197810000001,144.95343400000004,10,2237.29,Spring,True,0.5651,defenetly recomend i have had it for 2 months now and it has bin great,1.0
ORD096495,ID0582800719,2019-03-12,Nickolson,"[('Thunder line', 2), ('Toshika 750', 1), ('Candle Inferno', 1)]",9110,78.25,-37.816190999999996,144.9722489,25,6910.75,Autumn,True,0.3576,"i like to use it for listening to podcasts.  i like to set up the greeting in the morning to tell me what's new.  the one thing i don't like was getting it to recognize the radio station i wanted to listen to.  i finally got it working, but had to work through the bugs.",1.0
ORD025932,ID0576859255,2019-07-19,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2), ('iAssist Line', 1), ('iStream', 1)]",8285,82.18,-37.82457479999999,144.9884935,0,8367.18,Winter,True,1.7277,very good deal a+++++ bought for my self,1.0
ORD178893,ID1479930074,2019-01-21,Thompson,"[('Universe Note', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",12210,75.2,-37.821143400000004,144.9548976,25,9232.7,Summer,False,1.1675,fantastic phone! love the phone! it’s just like new!,1.0
ORD276793,ID2383211191,2019-06-16,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",6815,66.74,-37.8095143,144.9638631,10,6200.24,Winter,False,1.1278,good phone good phone,1.0
ORD124267,ID0561538883,2019-02-17,Bakers,"[('iStream', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('Candle Inferno', 1)]",4265,97.54,-37.8004061,145.0055594,5,4149.29,Summer,True,1.4017,"very good very good user interface and battery live, calls quality is also very good i hope they can make a cdma version of it.",1.0
ORD016183,ID5002595006,2019-04-07,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",20790,77.7,-37.812772499999994,144.9516406,0,20867.7,Autumn,True,0.4022,satisfied customer i bought this phone and as certified refurbished and all i have to say is it look brand-new when it arrived it actually arrived two days before expected date i could not be any more satisfied i actually even bought another one for my partner i recommend this note 5,1.0
ORD207971,ID2086645491,2019-10-21,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('pearTV', 2), ('Universe Note', 2)]",25070,100.2,-37.81942100000001,144.9610485,25,18902.7,Spring,True,0.7533,"note 5 love, love, love this phone...it was just like opening a new phone...excellent condition",1.0
ORD235026,ID2975229838,2019-09-04,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Thunder line', 1)]",7060,108.33,-37.8014705,144.9578627,10,6462.33,Spring,True,1.5673,great great,1.0
ORD197195,ID0595868339,2019-09-27,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 1)]",10175,100.67,-37.81194110000001,144.9693608,0,10275.67,Spring,True,0.7409,five stars works great!,1.0
ORD201010,ID0312718907,2019-01-03,Thompson,"[('Alcon 10', 1), ('Universe Note', 1)]",12400,87.0,-37.8018402,144.9608092,25,9387.0,Summer,True,1.7072,"i""m highly disappointed. i ordered this phone.. the first day we used it.. it shut off and would never come back on.. i""m highly disappointed.",0.0
ORD380301,ID0576824181,2019-06-25,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",12920,65.78,-37.8196669,144.9809954,10,11693.78,Winter,False,1.0134,works well good price,1.0
ORD315979,ID2457712029,2019-10-02,Bakers,"[('Lucent 330S', 2), ('pearTV', 1)]",8770,80.59,-37.80389279999999,144.9789428,15,7535.09,Spring,False,1.5856,good phone works so so and is kind of slow compared to what else is out there. but is reliable for every day use as a phone,1.0
ORD471160,ID1224869049,2019-06-14,Thompson,"[('pearTV', 2), ('Lucent 330S', 2)]",15080,64.52,-37.813574100000004,144.94118480000003,25,11374.52,Winter,False,0.5271,"so far so good, i can't complain. great phone for the money, so far so good...i have not complain.",1.0
ORD127455,ID0163648002,2019-02-10,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 1), ('Universe Note', 1)]",6900,79.63,-37.8202136,144.9601579,15,5944.63,Summer,True,0.8454,buyer beware!!!! phone stopped working after month i have had this phone for 1 month and 8 days and it turned off and stopped working completely. being 8 days out of the return i am stuck with a $180 phone that only worked for a month. not happy.,0.0
ORD051162,ID1657117889,2019-08-25,Bakers,"[('Candle Inferno', 1), ('Universe Note', 2), ('iStream', 2), ('Alcon 10', 2)]",25530,78.79,-37.8175006,145.0040993,10,23055.79,Winter,True,1.1428,my wife loves it. great picture quality and easy to use,1.0
ORD356538,ID0582798837,2019-09-07,Nickolson,"[('Toshika 750', 2), ('Universe Note', 2), ('iStream', 1), ('Candle Inferno', 1)]",16120,102.69,-37.819703999999994,144.9791275,15,13804.69,Spring,True,0.8511,five stars it's up and running nicely,1.0
ORD025953,ID6200183479,2019-07-04,Thompson,"[('iAssist Line', 1), ('Universe Note', 2), ('Thunder line', 1)]",11305,63.74,-37.8205922,144.9522801,0,11368.74,Winter,False,0.9935,"great phone love the phone. works fine. i am having a little trouble with the home button not working all the time, but it's a small thing",1.0
ORD141813,ID4952478803,2019-08-18,Thompson,"[('Olivia x460', 2), ('pearTV', 2)]",15070,75.99,-37.8120943,144.9542108,25,11378.49,Winter,True,0.6314,"it came ontime in good condition i can't rate it yet, because having trouble connecting to wifi",1.0
ORD042742,ID0259159152,2019-06-19,Bakers,"[('pearTV', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",9630,70.05,-37.824345,144.9885233,15,8255.55,Winter,False,1.7027,"surprisingly great deal i was very nervous about buying a renewed product this expensive, but i've had the phone for a month or two and love it. works great, no problems and in great condition. as far as value for the money, pear will never rate high in that category for me. lol",1.0
ORD472075,ID1449431623,2019-12-22,Nickolson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,92.59,-37.8152153,144.97494709999995,15,951.09,Summer,True,0.6056,"good value presentation came in just a box not even with an oem charger. screen seems easier to scratch than gorilla glass 5 and battery life was at 83% of original. however, this is great value for the money and nearly 6 months later $400 off is still a great problem for these minor inconveniences.",1.0
ORD218046,ID4416171557,2019-04-15,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Universe Note', 2)]",9790,63.54,-37.805483100000004,144.9498234,10,8874.54,Autumn,False,0.8362,five stars love this phone best phone i had,1.0
ORD377350,ID0746917823,2019-02-22,Nickolson,"[('Alcon 10', 2), ('pearTV', 1)]",24210,78.37,-37.8245142,144.9827184,25,18235.87,Summer,False,1.3322,"great, affordable phone. hard to beat the price on this. great budget phone. doesn't feel cheap at all, and very responsive. i don't miss my old alcon 6s even a little. lucentrola did a great job of only installing two apps, both of which offer useful features. works just great on att.",1.0
ORD248885,ID0317369538,2019-01-19,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",7135,74.0,-37.80727879999999,144.955356,5,6852.25,Summer,False,0.9443,olivia universe phone prevail ii everything that i would want in a phone. i had an older version and even purchased the tablet awesome device.,1.0
ORD273359,ID2288769504,2019-06-23,Bakers,"[('Thunder line', 1), ('pearTV', 1)]",8490,67.1,-37.8017119,145.0043756,5,8132.6,Winter,False,1.2236,"just an ok phone this mobile is ok mobile in terms of speed and usage, we get to quality of what we paid for. the phone sometimes hang if u keep using it and some app would not open sometimes. overall i fell like average phone in all terms.",1.0
ORD195777,ID1217532720,2019-06-30,Thompson,"[('pearTV', 2), ('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",24715,62.4,-37.8181279,144.9485845,5,23541.65,Winter,False,0.6217,"love it fast , pictures look fab. love the battery life",1.0
ORD298169,ID2189478938,2019-03-31,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",5110,66.01,-37.811477000000004,144.97305380000003,5,4920.51,Autumn,False,0.8501,"i love owl co you guys brought me happiness in the form of a phone. i dont know how u got the phones but i totally appreciate the service, thanks",1.0
ORD413295,ID6221450532,2019-08-24,Bakers,"[('iAssist Line', 1), ('pearTV', 2)]",14845,78.95,-37.8088279,144.9830106,0,14923.95,Winter,True,1.0827,👍 very good sound. great phone for a lower range device!,1.0
ORD457989,ID0313278043,2019-03-31,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Universe Note', 2)]",11575,51.79,-37.8092153,144.9629469,15,9890.54,Autumn,False,1.1948,no tiene garantia como es posible que un telefono sin señales de violación en el empaque llegue con la pantalla de la camara rota,0.0
ORD307647,ID1283629001,2019-12-22,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,99.48,-37.8003456,144.9556534,10,3411.48,Summer,True,1.5663,like new great price and phone,1.0
ORD262865,ID2020835025,2019-04-15,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('iStream', 1)]",19275,76.75,-37.8149171,144.9680205,15,16460.5,Autumn,True,0.431,100% great great works great 100%,1.0
ORD483185,ID1459890798,2019-06-29,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330,82.2,-37.8197476,145.0111595,15,15662.7,Winter,True,1.7721,love it,1.0
ORD396634,ID0638049968,2019-01-11,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880,86.39,-37.818573799999996,144.9662748,0,2966.39,Summer,True,0.2881,five stars very good phone. just what i needed.,1.0
ORD458430,ID0579503685,2019-01-05,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",4680,68.93,-37.8142051,144.950205,10,4280.93,Summer,False,0.3243,good deal it was a good deal for the price.,1.0
ORD136608,ID4637139140,2019-05-03,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",5910,64.74,-37.808978499999995,144.94763380000003,0,5974.74,Autumn,True,0.4143,"do not buy!!!! this phone came in very poor condition! serious scratches on the screen and aluminum back. on top of that, the package was late and the phone was on in the package.",0.0
ORD466190,ID0501019005,2019-11-16,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1)]",2085,108.26,-37.8049221,144.9731125,0,2193.26,Spring,True,1.5539,"genuinely happy with my xa2 purchase i needed a replacement phone and i got this on a whim. it arrived (to me) appearing practically new, and has served me well since i received it. for basic phone use and internet shennanigans, it's hard to beat.",1.0
ORD486946,ID2272190620,2019-12-31,Bakers,"[('pearTV', 1), ('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",18090,77.9,-37.7998153,144.9886964,10,16358.9,Summer,False,1.2707,digico is great tablet and the price is excellent great,1.0
ORD114184,ID0349920107,2019-07-10,Bakers,"[('Lucent 330S', 2), ('Thunder line', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",7725,66.64,-37.818092,145.004087,0,7791.64,Winter,False,1.191,five stars great!,1.0
ORD378819,ID1012054403,2019-09-27,Nickolson,"[('Lucent 330S', 2), ('iStream', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",12625,80.97,-37.80704420000001,144.9630675,10,11443.47,Spring,False,1.4066,"great price for camera fantastic pics, you don’t need even carry any camera again!",1.0
ORD103581,ID0529205388,2019-04-26,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('Thunder line', 1), ('Toshika 750', 2)]",25890,68.42,-37.8231326,144.9375605,0,25958.42,Autumn,False,1.4334,"best phone i've ever had beautiful design, good battery, great camera, turn by turn navigation, great maps. dropped on hardwood floor from 5 feet high and phone is perfectly fine.",1.0
ORD462823,ID6206956634,2019-08-29,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",6695,70.27,-37.8031227,144.9635754,5,6430.52,Winter,False,1.7994,"you will be happy. for the money this phone cannot be beat. great aluminum case, solid performance, headphone cable moved to the top, just a bit bigger and a bit better than my older g-5 plus.",1.0
ORD021867,ID0603633283,2019-08-06,Thompson,"[('Universe Note', 1), ('Alcon 10', 1)]",12400,78.69,-37.8080057,144.9577132,15,10618.69,Winter,True,1.0706,awesome phone awesome phone. highly reccomend. and i will buy my next phone this way.,1.0
ORD475858,ID1132070452,2019-05-29,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",7680,80.5,-37.8106761,144.9394491,5,7376.5,Autumn,True,0.706,"64 gb phone does not work in the us it's a great phone overall but unfortunately, if you get the phone with more storage, it will not work in the united states. even if you have a gsm carrier. found this out the hard way after visiting my carrier and contacting olivia help center.",1.0
ORD473888,ID2272185773,2019-02-10,Bakers,"[('Thunder line', 2), ('Alcon 10', 1)]",13310,85.93,-37.8205659,145.01441069999996,15,11399.43,Summer,False,2.0564,great loved it but had to send back as would not work with carrier.,1.0
ORD355802,ID1996808838,2019-03-01,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660,79.81,-37.800987400000004,144.992572,0,1739.81,Autumn,True,1.0298,"love it so far used in europe on 3 different carriers, 3 different country, + here in usa with att, no problem at all. love it so far.",1.0
ORD418257,ID0137172723,2019-05-20,Thompson,"[('Thunder line', 2), ('Olivia x460', 2)]",6810,80.32,-37.80506920000001,144.9572442,0,6890.32,Autumn,True,1.2318,the technology is the best i have ever seen. great phone. this is my second one. this one is for my wife. she saw how good mine was and now she has her own.,1.0
ORD117786,ID3144992708,2019-01-04,Bakers,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Alcon 10', 2), ('Universe Note', 2)]",27885,70.58,-37.8140453,144.9900188,15,23772.83,Summer,False,0.6429,"great so far. i had a problem with the charger, but it was quickly rectified.",1.0
ORD370958,ID0446051190,2019-01-15,Thompson,"[('Universe Note', 2), ('Olivia x460', 2), ('Alcon 10', 2)]",27250,67.04,-37.8022099,144.9605892,25,20504.54,Summer,False,1.6645,one star this phone does not work with our t-mobile network and were told it would. i need a refund !!!,0.0
ORD316910,ID4418536057,2019-11-29,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Universe Note', 1), ('Thunder line', 2)]",8540,71.64,-37.8026029,144.9632644,5,8184.64,Spring,False,1.8126,only last 5 months and not wont turn on.....spent 179 for a product that didnt last worked gr eat for awhile but now wont even turn on. paid a lot of money for it not to last long,0.0
ORD172728,ID4655129047,2019-08-21,Thompson,"[('Alcon 10', 2), ('pearTV', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",35200,47.25,-37.8091669,144.94852680000002,25,26447.25,Winter,False,0.4108,the screen went black and i had to buy another ... the screen went black and i had to buy another phone for a replacement. i previously had a note 4 that lasted for many years.,0.0
ORD030120,ID0591435395,2019-01-06,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",8000,65.86,-37.8180376,144.9694175,15,6865.86,Summer,False,0.0631,"five stars great shape, just what i expected.",1.0
ORD422252,ID0581750692,2019-12-01,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1), ('Lucent 330S', 1), ('iStream', 1)]",5260,104.05,-37.804305299999996,144.92901030000004,15,4575.05,Summer,True,1.8412,easy to use phone was purchased for an older technology challenged person. they needed an easy to use phone without a ton of bloatware. this phone being an entry level phone but quality made is perfect. if it were not that the phone came in a generic box i would have guessed it was renewed.,1.0
ORD012890,ID6167440985,2019-10-01,Nickolson,"[('Alcon 10', 2), ('iStream', 2), ('Lucent 330S', 1), ('pearTV', 2)]",32050,75.57,-37.8143114,144.9630425,25,24113.07,Spring,False,0.745,super phone love it it is packed with more bells and whistles that i can believe.,1.0
ORD403149,ID1449285248,2019-09-03,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 2)]",5310,66.85,-37.816025700000004,144.98257560000005,0,5376.85,Spring,False,1.1805,phone does not work . i want a refund olivia universe s7,0.0
ORD378791,ID3106293373,2019-11-18,Thompson,"[('iStream', 1), ('Olivia x460', 2), ('Toshika 750', 1), ('Alcon 10', 1)]",15870,81.19,-37.8066068,144.9324524,25,11983.69,Spring,False,1.452,"muy buen teléfono móvil estoy contenta con la compra. el teléfono celular venía en su caja, sellada, dentro de una bolsa plástica. me han enviado lo que pedí. en conclusión, el aparato funciona perfectamente hasta el momento y ha llenado mis expectativas. el tiempo de entrega ha sido el estipulado.",1.0
ORD340888,ID4716795166,2019-03-20,Thompson,"[('Alcon 10', 2), ('Universe Note', 1), ('iAssist Line', 1)]",23575,65.73,-37.81883079999999,144.9533814,5,22461.98,Autumn,False,0.882,brought it for my son & does exactly what i want it to do.,1.0
ORD170887,ID0589306639,2019-12-23,Nickolson,"[('Thunder line', 1), ('iAssist Line', 2), ('iStream', 2), ('Alcon 10', 2)]",24830,80.62,-37.8106018,144.9718113,15,21186.12,Summer,True,0.9117,"was not described accurately phone was labeled as ""verizon"" and ""unlocked"" but is neither. this cellphone is only serviceable with at&t which i don't have making the phone worthless to me.",0.0
ORD118375,ID0577517162,2019-06-16,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880,66.58,-37.827090999999996,144.9749192,5,2802.58,Winter,False,1.057,"three stars the cell phone is very good, but the late delivery almost makes me miss the flight.",1.0
ORD466636,ID0560991954,2019-01-11,Thompson,"[('iStream', 1), ('Alcon 10', 2)]",18050,74.05,-37.8211331,144.9474792,5,17221.55,Summer,False,0.9424,"some minor scratches, dings. definitely ""used"" but acceptable not exactly in the condition i'd hoped for, but for the price i suppose it was worth it. real shame olivia stopped making the active line!",1.0
ORD100565,ID2140731822,2019-01-06,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",11955,93.72,-37.798905299999994,144.9198257,10,10853.22,Summer,False,2.8443,"very good ""dumbphone"" this phone is indeed rugged and verizon permits a ""data block"" to be applied by calling customer service. now my son uses it for talk and text only and i don't have to worry about the bill being sky high. also, the battery charge time is outstanding.",1.0
ORD349068,ID0581741972,2019-10-09,Thompson,"[('iAssist Line', 2), ('Universe Note', 1)]",7900,108.57,-37.80503,144.9307406,25,6033.57,Spring,True,1.6692,they love it. it works perfectly bought 2 of these cell phone and sent to my mom and my brother in overseas. they love it.it works perfectly. wants to buy more but price went up. so sad .😯,1.0
ORD000406,ID1463656488,2019-01-03,Bakers,"[('Universe Note', 1), ('Toshika 750', 1), ('iStream', 2), ('iAssist Line', 1)]",10295,74.07,-37.8158734,144.9996785,0,10369.07,Summer,False,0.7622,bought as a gift to my dad and he likes it so far. it's fast enough for apps and great for reading,1.0
ORD462531,ID6197209830,2019-12-09,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Lucent 330S', 2), ('pearTV', 2)]",30930,81.06,-37.8172419,144.93174,0,31011.06,Summer,False,1.4408,works great! so far the phone works great. all features are working amazing. it even worked with my cellphone carrier (cricket). there was not a single scratch or dent on the phone which was 100% worth the money i paid.,1.0
ORD079667,ID0767582210,2019-08-01,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('iStream', 1)]",21735,77.37,-37.8076636,144.97143830000005,0,21812.37,Winter,True,1.2281,works well. telephone works well. phone not loaded with unwanted apps. very good camera. having to sign for fed ex delivery was a hassle so i had package delivered to local fed x site.,1.0
ORD370611,ID0655124686,2019-05-03,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,63.07,-37.8081174,144.9424663,25,3978.07,Autumn,False,0.6489,good phone great phone. i love its features and is great,1.0
ORD341905,ID2187983877,2019-12-21,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 2), ('pearTV', 1)]",23900,57.63,-37.811693700000006,144.9720595,25,17982.63,Summer,False,0.7993,"phone wasn't unlocked. for starters the phone arrived late. secondly when i put my sim card in the phone it wouldn't work. i ran the imei and found that the phone had not been unlocked and had a ""dirty"" imei. this meaning no one can ever use the phone other than the original owner. i put in for a refund and we will see where to go from there.",0.0
ORD076316,ID5402876542,2019-08-11,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Thunder line', 2)]",9270,62.93,-37.8196575,144.9756073,10,8405.93,Winter,False,0.5455,i love it. great phone. i added a good glass screen protector so i haven't had the issues other people have reported.,1.0
ORD024448,ID4716795861,2019-04-14,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,65.31,-37.8190685,144.9528387,0,18825.31,Autumn,True,0.8742,had to get a new phone😫 after only two months the phone died !,0.0
