order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD149911,ID2187973613,2019-11-22,Nickolson,"[('Lucent 330S', 2), ('pearTV', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",25945,100.97,-37.81325579999999,144.9655185,10,23451.47,Spring,1,0.6921,xp is the best for me i love everything about this phone but since it was at&t some features such as bluetooth still don't work. but i knew that goin' in so no biggie. i love the os platform i think it is far superior. i can use this phone as a mini stereo and it is wonderful.,1
ORD386088,ID0664380024,2019-06-13,Nickolson,"[('iStream', 1), ('pearTV', 2), ('Universe Note', 1)]",16220,46.58,-37.8209796,144.96596680000005,10,14644.58,Winter,1,0.4121,"over priced, unimpressive, not worth $400 a $100 phone by olivia paid close to $400. not worth it. better buy is olivia s8 or s9 for just few dollars more.",1
ORD120828,ID0363945200,2019-04-10,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 2), ('Olivia x460', 1)]",10585,53.73,-37.8027346,144.9743267,0,10638.73,Autumn,1,1.8148,bad esn number could not activate. :( not happy,1
ORD154378,ID0036825325,2019-01-01,Thompson,"[('Olivia x460', 1), ('Universe Note', 2), ('Thunder line', 1)]",10305,77.5,-37.8255903,144.9455491,10,9352.0,Summer,1,1.4441,great phone bought this phone for my husband and i am jealous. it is a great phone and has a great screen image.,1
ORD407150,ID0846567064,2019-08-09,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",8560,61.74,-37.8214229,144.96924180000005,25,6481.74,Winter,1,0.316,four stars the phone is great! the charger always stops working. second phone same failure.,1
ORD304433,ID0664372087,2019-09-21,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",3880,72.14,-37.82072700000001,144.96707609999999,10,3564.14,Spring,1,0.322,five stars so far i'm very satisfied with my olivia universe note 5.,1
ORD473007,ID3146808070,2019-07-10,Bakers,"[('iStream', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",20500,66.05,-37.8115793,144.9835885,25,15441.05,Winter,1,1.0390000000000001,looks like new this came in great condition & so far works perfectly.,1
ORD458255,ID0145196475,2019-10-04,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1)]",11175,102.35,-37.8179092,144.954252,5,10718.6,Spring,1,0.8595,super satisfied customer! it’s the phone i’m using now to write this review. 😌 i’m super pleased with the purchase. it also came earlier than expected. it’s kinda hard to think this phone was used lol it’s so like new! works well and goes beyond satisfactory.,1
ORD197141,ID1445473970,2019-06-12,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 2), ('Olivia x460', 2), ('Lucent 330S', 1)]",12750,67.31,-37.821295299999996,144.9875064,0,12817.31,Winter,1,1.4295,"slightly used phone i was pleased with this product. i came as advertised and works great. the battery is good and, with a little help from verizon wireless, i got it set up like a new phone.",1
ORD483776,ID0343337633,2019-09-08,Nickolson,"[('iStream', 1), ('Thunder line', 1)]",2330,84.81,-37.7997034,144.9681371,0,2414.81,Spring,1,2.1066,"works fine, i wanted this for my bedroom television.",1
ORD284924,ID0060096370,2019-02-06,Nickolson,"[('pearTV', 1), ('Candle Inferno', 1), ('Lucent 330S', 2)]",9200,73.62,-37.8186225,144.9817465,25,6973.62,Summer,1,1.0724,is a nice phone i love this phone the cameras are amazing,1
ORD205934,ID0305106971,2019-12-15,Thompson,"[('Olivia x460', 1), ('Toshika 750', 2)]",9865,88.08,-37.8115781,144.94596719999996,5,9459.83,Summer,1,0.1557,"perfect condition! this phone came looking brand new! not a scratch, scuff or any signs of being ""used"" condition. works perfectly! i'm very happy with the purchase.",1
ORD033278,ID0331164283,2019-01-16,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2)]",5590,85.04,-37.800605,144.96911640000005,0,5675.04,Summer,1,2.003,"100% positive feedback phone is basically new, everything works, no scratches or anything, fast delivery. very satisfied !!",1
ORD335590,ID0579991314,2019-12-31,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('pearTV', 2)]",34880,93.46,-37.806658399999996,144.9407679,5,33229.46,Summer,1,0.8691,great phone at great price great phone. 2 other people inwork with told me about this phone and they are correct it is great. i got the green and so many people saw it on my desk and complimented it. also arrived fast and on time.,1
ORD478903,ID0594172803,2019-05-25,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('Alcon 10', 2), ('Candle Inferno', 2)]",24660,47.85,-37.8159561,144.9663331,15,21008.85,Autumn,1,0.4079,"disappointed customer jus received my phone only to realise that the key is missing, how am i too used this phone without the key, hence the reason why i ordered a new phone so i wouldn't have such problems. even the usb connector wasn't in the box. however the phone appears to be a new phone but i just can't understand why stuff is missing........",1
ORD330611,ID4271393506,2019-06-11,Nickolson,"[('Toshika 750', 2), ('iStream', 2), ('Thunder line', 1)]",11120,78.53,-37.8149911,144.9593497,10,10086.53,Winter,1,0.9827,"buy this phone love everything about this phone, better than any pear phone and on par with the latest android. there isn't a single thing about this phone i haven't loved. ps developer mode unlocks sooooo much customization!!",1
ORD098033,ID0361770607,2019-08-09,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 2), ('iStream', 2)]",9370,70.53,-37.8009215,144.9810626,25,7098.03,Winter,1,1.6042,great for my mom who isn't tech savvy. luv it! :-),1
ORD352540,ID0319157896,2019-11-17,Nickolson,"[('Thunder line', 2), ('pearTV', 1)]",10670,104.73,-37.8058061,144.9667357,5,10241.23,Spring,1,1.445,works great! so happy with the phone!!!!! in great condition!,1
ORD116945,ID0781005197,2019-03-16,Thompson,"[('Universe Note', 2), ('iStream', 1), ('Alcon 10', 2)]",24950,80.06,-37.8054246,144.9521368,10,22535.06,Autumn,1,0.9218,five stars excellent experience so far!,1
ORD048215,ID0363400855,2019-11-04,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",15580,109.8,-37.799787,144.9621041,0,15689.8,Spring,1,1.9509999999999998,its great. lots of fun!!,1
ORD103692,ID2314545784,2019-05-08,Bakers,"[('Thunder line', 1), ('iAssist Line', 2)]",6630,51.95,-37.8046899,144.9878566,5,6350.45,Autumn,1,0.8773,phone returnef wasn’t what i wanted,1
ORD470658,ID3146808084,2019-03-05,Bakers,"[('pearTV', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",8400,73.275,-37.81215170000001,144.9890977,0,8473.275,Autumn,1,0.5904,"horrible absolutely the worst thing ever bought. every 3 minutes it says ""sim card not detected. restart now"" and then turns off. takes over 8 hours to charge. came with no back.",1
ORD214373,ID0233262793,2019-11-13,Bakers,"[('iAssist Line', 2), ('Alcon 10', 1)]",13400,110.22,-37.799932399999996,144.9793617,25,10160.22,Spring,1,1.7898,"works exactly as advertised great condition! battery seems to wear down faster than when new, but still holds enough charge to get thru the day. everything works great.",1
ORD009947,ID0060096991,2019-11-18,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1)]",4750,72.88,-37.8147369,144.9498791,0,4822.88,Spring,1,0.3374,i gave it to a friend who is happy with it the shipment arrived quite quickly. unfortunately when i purchased the phone i didn't realize it was prepaid so couldn't use it. i gave it to a friend who is happy with it :) thank you very much!,1
ORD191155,ID0319159699,2019-07-12,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,64.74,-37.80949879999999,144.957498,0,3744.74,Winter,1,0.9829,about its microphone. it has no working microphone in it.,1
ORD394720,ID0575524495,2019-07-16,Nickolson,"[('Toshika 750', 1), ('Universe Note', 1)]",7770,78.21,-37.8198073,144.9810554,0,7848.21,Winter,1,1.0206,"a very useful cell phone although i purchased a used phone, it is working perfectly and has none of the disadvantages of my old phone.",1
ORD384195,ID0309346766,2019-03-09,Bakers,"[('iStream', 2), ('Toshika 750', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",10595,64.95,-37.814713,145.0060753,15,9070.7,Autumn,1,1.0886,great price brand new sealed in a box unlocked very quick to set up excellent price,1
ORD330626,ID0577522821,2019-01-20,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('Alcon 10', 1), ('Olivia x460', 2)]",14010,55.65,-37.8226969,144.9750325,0,14065.65,Summer,1,0.6639,bad phone phone lasted for just a month and stopped working,1
ORD151158,ID1492410186,2019-02-24,Nickolson,"[('iAssist Line', 2), ('Thunder line', 1), ('Universe Note', 1), ('pearTV', 1)]",16390,102.04,-37.8046228,144.9633154,15,14033.54,Summer,1,1.6492,best phone i moved from olivia universe note 2 to s4. the new s4 have better resolution and features and i love my new s4,1
ORD352148,ID1560149528,2019-12-22,Thompson,"[('iStream', 2), ('Olivia x460', 2), ('Thunder line', 1), ('Toshika 750', 2)]",13570,74.87,-37.8157365,144.9372803,0,13644.87,Summer,1,0.9259,not as listed i orderd this phone for my mom and she loved it but it was unlocked for at&t and its listed as factory unlocked also the seller is breed,1
ORD262869,ID0652430417,2019-02-14,Nickolson,"[('Olivia x460', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",9270,102.15,-37.80521829999999,144.9757292,15,7981.65,Summer,1,1.5851,five stars very happy with the phone no problems at all..and delivery was quick..will do business with then again :),1
ORD059178,ID1217532774,2019-03-28,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('iStream', 2)]",2955,78.11,-37.818086,144.94862969999997,5,2885.36,Autumn,1,0.618,"very durable great phone, still using it till today and it still works great. it has a nice camera and it is very durable l.",1
ORD054391,ID0107156000,2019-10-22,Nickolson,"[('iStream', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",18630,111.23,-37.83036970000001,144.9881205,10,16878.23,Spring,1,2.0938,very satisfied customer very pleased with product. i have had no issues as of yet with phone 2 months now. would recommend this product to everyone,1
ORD116942,ID0305909758,2019-02-16,Bakers,"[('iStream', 1), ('Toshika 750', 1), ('Olivia x460', 1), ('Universe Note', 2)]",12595,63.27,-37.800825599999996,145.0046635,15,10769.02,Summer,1,1.3154,except unlike the millennium falcon this doesn't have it where it counts. software is a mess. i didn't expect much from a $50 tablet but man was it painful to use.,1
ORD406403,ID0388475152,2019-03-12,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,51.61,-37.8254944,144.95970480000003,25,4240.36,Autumn,1,1.1573,two stars phone can't be activated thru any provider,1
ORD441121,ID4315827370,2019-03-22,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",8200,63.21,-37.814063,145.00001890000001,15,7033.21,Autumn,1,0.6182,i bought this on june 2017 and last month a ... i bought this on june 2017 and last month a pink line is sowing in the middle of the screen check the internet and it’s a “common” factory issue that the warranty covers but as they sell this with no guaranty i am stuck with a factory defective screen…,1
ORD346546,ID1982309206,2019-07-07,Bakers,"[('iAssist Line', 2), ('pearTV', 2), ('Alcon 10', 1)]",26020,63.82,-37.8013785,144.991641,5,24782.82,Winter,1,1.0099,could not recieve clear call without hearing statics noises i was not satisfied after paying so much,1
ORD040390,ID2481930661,2019-09-08,Bakers,"[('iStream', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",20275,60.15,-37.8103659,145.00239530000005,25,15266.4,Spring,1,0.6313,"wasted $30. esn of the phone does not match the verizon esn printed on the sticker in the battery compartment. consequently, verizon will not activate phone. wasted $30.",1
ORD075955,ID0306381655,2019-08-31,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",11950,52.81,-37.80059050000001,144.9395035,5,11405.31,Winter,1,1.5006,not what i wanted. needed a phone that worked everything but the mobile data button worked. so i could not set up my sim card,1
ORD277297,ID0591433832,2019-09-28,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Toshika 750', 1)]",8435,72.53,-37.818243,144.9683745,15,7242.28,Spring,1,0.1106,"love the phone - never received the case. i love the phone. it's great. fast, easy to use, good features. i never received the case from the seller though. had to buy another one.",1
ORD008359,ID6200183408,2019-01-05,Thompson,"[('iStream', 1), ('Universe Note', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",6480,95.12,-37.820463000000004,144.9512264,10,5927.12,Summer,1,0.9411,"five stars the phone is a high quality, reliable phone and the seller was extremely helpful",1
ORD114088,ID0846546009,2019-10-25,Nickolson,"[('Candle Inferno', 2), ('iStream', 2), ('iAssist Line', 1)]",3385,81.07,-37.8187275,144.9681008,15,2958.32,Spring,1,0.1284,do not buy this phone from this dealer i receive a box with all the accessories but phone. basic it's empty. and this phone is made in thailand. just do not buy this.,1
ORD201465,ID2936341076,2019-03-15,Nickolson,"[('iStream', 1), ('iAssist Line', 1)]",2375,46.27,-37.818459499999996,144.9677262,0,2421.27,Autumn,1,0.1612,"call quality is very poor. people can't understand me call quality is very poor. people can't understand me. also, some features that are supposed to work on the s5 (and did on my old s5) such as video calling don't work on this phone. it doesn't make any sense.",1
ORD223634,ID0591431036,2019-02-25,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Universe Note', 1), ('Olivia x460', 1)]",17595,51.31,-37.8179605,144.9675503,5,16766.56,Summer,1,0.1896,no llega aún.. pague para que el producto llegue antes de navidad y aun no llega.,1
ORD429820,ID0168408581,2019-05-15,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2)]",11090,66.58,-37.8119875,144.96157140000003,25,8384.08,Autumn,1,1.0166,"the charger is hk standard not us standard! the phone is fine. but be aware, the charger is hk standard not us standard! i choose buy a new charge myself, cause i need to use the phone right away.",1
ORD341614,ID1449431533,2019-12-14,Nickolson,"[('Alcon 10', 2), ('iStream', 2)]",18200,90.42,-37.81523370000001,144.9748081,0,18290.42,Summer,1,0.5947,i got this tablet for my dad after his old tablet bit the dust. he loves it! great tablet and features!,1
ORD423475,ID0575385079,2019-06-25,Nickolson,"[('Alcon 10', 1), ('pearTV', 2)]",21570,66.74,-37.8190869,144.9821753,25,16244.24,Winter,1,1.1115,faster cell phone and high battery life awesome cell phone,1
ORD236846,ID1224821945,2019-09-25,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 1)]",5180,85.3,-37.8123375,144.93852280000004,10,4747.3,Spring,1,0.7525,customer deception i feel cheated. sell the product as it is unlocked and i communicate with them and not give me a solution. digico may not stain his image with such vendors,1
ORD293816,ID0242400097,2019-04-14,Thompson,"[('Olivia x460', 2), ('pearTV', 1), ('iAssist Line', 1)]",10985,85.41,-37.8239393,144.93065380000004,25,8324.16,Autumn,1,1.9122,"five stars good replacement, spare phone.",1
ORD009086,ID3098154917,2019-01-10,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('iStream', 2)]",24510,99.34,-37.823144799999994,144.93929640000005,0,24609.34,Summer,1,1.3513,best it's the best,1
ORD223642,ID0441588025,2019-05-15,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1)]",11175,65.22,-37.81144000000001,144.93740269999995,5,10681.47,Autumn,1,0.8611,"great phone - continues to work well phone has worked well. purchased about 3 months ago and haven't had any issues. minor scratches on the home button (completely cosmetic, no issues), but otherwise looks brand new. works with a prepaid plan - boom mobile on the verizon network.",1
ORD299415,ID0579486162,2019-06-09,Thompson,"[('pearTV', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",11060,63.49,-37.8148863,144.9494674,25,8358.49,Winter,1,0.3243,a phone i highly recommend love the quality and apps very excellent phone would recommend to everyone love the camera and flash and picture quality,1
ORD275887,ID0605199042,2019-06-29,Nickolson,"[('iAssist Line', 1), ('iStream', 1)]",2375,77.52,-37.8133396,144.9652632,10,2215.02,Winter,1,0.696,very impressed finger print scanner is amazingly fast and accurate.,1
ORD186510,ID2421601611,2019-05-27,Thompson,"[('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",19710,84.03,-37.825185999999995,144.9538844,5,18808.53,Autumn,1,1.5164,it's an all around nice phone small memory,1
ORD025979,ID0306969446,2019-06-20,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('iStream', 1)]",5695,80.26,-37.8171908,144.9321316,10,5205.76,Winter,1,1.4066,great price & product sure it's not the newer 8-9s but this was the begining of the camera war phones and this is a great phone and what came to me was in excellent condition. i put in my cricket sim and worked great.,1
ORD211590,ID4342128129,2019-11-22,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1), ('Universe Note', 1)]",9950,67.46,-37.8040745,144.9682994,15,8524.96,Spring,1,1.6201,horrible horrible,1
ORD397888,ID0356452948,2019-05-18,Bakers,"[('iAssist Line', 1), ('Olivia x460', 2)]",4675,51.16,-37.8058105,144.98824130000003,25,3557.41,Autumn,1,0.7714,when i see it in between other items it says ... when i see it in between other items it says 0.00 with contract but whwn i click on it its $599.99,1
ORD064810,ID0303902567,2019-03-04,Bakers,"[('Universe Note', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",14315,70.06,-37.8188965,145.0152449,25,10806.31,Autumn,1,2.0197,came on time works well!,1
ORD390899,ID0506155264,2019-08-28,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('pearTV', 2), ('Olivia x460', 1)]",16220,75.85,-37.819391499999995,144.9529999,10,14673.85,Winter,1,0.9118,phone greatbphone. it is just what we were looking for. thanks for sending so promptly. it is much appreciated. thanks again,1
ORD404098,ID0122736330,2019-04-01,Thompson,"[('Thunder line', 2), ('iStream', 1)]",4510,74.4,-37.8122894,144.94555580000005,10,4133.4,Autumn,1,0.1398,amazing love my new phone! i have had absolutely no issues.,1
ORD360083,ID0026034673,2019-04-17,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('Toshika 750', 2)]",17410,78.99,-37.811827799999996,144.9675751,0,17488.99,Autumn,1,0.7731,"great phone great shape, worked just fine with my cricket service.",1
ORD397744,ID0767661779,2019-05-19,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",13675,81.47,-37.8081652,144.9729806,15,11705.22,Autumn,1,1.1996,"and they just love it. this was a gift to a friend, and they just love it.",1
ORD136906,ID0282852909,2019-08-04,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,69.44,-37.800252,145.0095156,15,2891.44,Winter,1,1.6597,you will get your money’s worth i bought it for my son. he loves it. he had an alcon 6 before. it is notably lighter. charges fast and keeps up the charge. great phone for the price we paid,1
ORD357644,ID0387153055,2019-05-27,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('pearTV', 2), ('Universe Note', 2)]",24310,67.13,-37.8002975,144.9497049,0,24377.13,Autumn,1,1.3969999999999998,great purchase very good product,1
ORD213000,ID0591258328,2019-09-20,Thompson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,90.78,-37.8242187,144.9537168,0,1100.78,Spring,1,1.4119,"wrong color. i bought black onyx, and i think this is not it. at least it seems ok, though. got it just today, was traveling abroad and just got home.. lets see.. rating 1 star 'cuz i really didnt want this ugly color and this model is cheaper than black onyx.",1
ORD241530,ID1479905401,2019-12-30,Nickolson,"[('Alcon 10', 1), ('pearTV', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",27480,76.02,-37.8206097,144.95685469999995,10,24808.02,Summer,1,1.1387,i liked linking two more rooms in the home,1
ORD457623,ID2173272382,2019-12-09,Thompson,"[('Thunder line', 2), ('Alcon 10', 1), ('Lucent 330S', 1)]",14540,60.73,-37.8189,144.95384230000005,15,12419.73,Summer,1,0.9139,unusable phone in the us this phone was built for the arab emerates and i was unable to use it in the us,1
ORD131528,ID0245807243,2019-05-29,Thompson,"[('Toshika 750', 2), ('Thunder line', 1)]",10820,71.36,-37.7988562,144.95908899999995,0,10891.36,Autumn,1,1.8664,arrived as agreed the product arrived as agreed and it was packaged great. it is a great looking cell.,1
